STATION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
DESGR,1990,94,119,47,14,13,171,920,314,249,8,62,155,,,
DESRI,1990,84,107,18,5,0,7,620,293,96,0,35,186,,,
DESST,1990,104,90,59,0,1,17,1024,388,54,0,43,202,,,
ERIOP,1990,104,130,56,14,7,34,791,309,208,3,44,226,,,
FLORI,1990,129,260,106,21,16,332,1115,394,385,38,99,241,,,
FORES,1990,91,114,56,7,7,281,1007,304,359,0,59,164,,,
GRARI,1990,92,63,151,15,0,25,773,322,124,9,30,150,,,
HUERF,1990,104,149,73,8,0,20,833,364,166,5,63,223,,,
IBP,1990,82,112,50,20,2,21,1138,315,123,19,66,142,,,
LIMST,1990,84,141,71,3,0,7,678,320,156,0,45,201,,,
MCGIB,1990,140,195,116,14,20,87,-9999,395,245,26,102,192,,,
MUHLE,1990,103,102,48,2,0,62,839,410,190,0,51,217,,,
NE,1990,93,141,42,5,0,0,866,364,56,0,43,233,,,
NW,1990,85,73,44,0,5,29,859,332,46,0,33,173,,,
PARKE,1990,92,119,68,14,14,57,1160,389,125,15,73,166,,,
PAST3,1990,79,79,52,2,3,40,769,320,57,13,24,159,,,
ROAD,1990,122,110,36,33,18,106,866,351,222,4,49,178,,,
ROBIN,1990,107,215,110,15,0,0,-9999,379,166,35,95,180,,,
RODEN,1990,105,91,32,11,2,30,926,328,283,0,42,172,,,
RUELA,1990,85,101,75,0,0,30,942,421,126,17,48,134,,,
SW,1990,98,74,30,21,6,45,974,356,76,59,13,161,,,
WHITE,1990,99,123,49,12,10,185,1004,354,116,4,47,160,,,
164,1991,113,195,121,1,0,-9999,116,198,61,46,69,197,,,
41,1991,126,233,155,4,0,32,145,207,93,34,103,203,,,
45,1991,122,224,173,0,7,28,193,264,146,41,110,226,,,
AMADO,1991,124,194,107,0,-9999,87,182,164,83,28,65,154,,,
BOX,1991,112,211,191,0,3,43,183,237,187,25,110,228,,,
DESGR,1991,96,231,157,0,4,52,174,161,170,33,125,270,,,
DESRI,1991,116,207,131,3,-9999,8,160,173,30,34,49,227,,,
DESST,1991,138,212,128,0,6,-9999,104,156,89,33,82,220,,,
ERIOP,1991,133,230,172,2,-9999,25,253,286,127,49,100,250,,,
FLORI,1991,180,236,382,0,0,97,118,492,124,75,125,395,,,
FORES,1991,112,239,199,0,10,55,130,256,147,56,139,261,,,
GRARI,1991,101,195,127,12,-9999,69,88,164,111,36,29,56,,,
HUERF,1991,139,238,179,8,-9999,33,205,413,83,68,98,290,,,
IBP,1991,108,201,190,0,3,37,199,176,209,26,112,247,,,
LIMST,1991,125,188,162,0,6,-9999,188,257,34,55,122,221,,,
MCGIB,1991,169,225,279,0,0,58,247,-9999,-9999,-9999,-9999,-9999,,,
MUHLE,1991,150,280,162,1,4,13,148,259,89,60,117,256,,,
NE,1991,131,200,145,0,0,23,147,174,20,56,115,220,,,
NW,1991,127,194,124,2,6,-9999,79,189,126,40,88,201,,,
PARKE,1991,144,202,185,0,16,39,210,285,181,43,122,258,,,
PAST3,1991,96,212,106,6,0,17,71,142,89,39,44,187,,,
ROAD,1991,103,233,192,9,0,47,112,105,102,29,52,205,,,
ROBIN,1991,150,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
RODEN,1991,119,217,153,0,9,34,206,153,110,43,70,186,,,
RUELA,1991,112,171,180,1,-9999,23,202,298,204,15,99,231,,,
SW,1991,141,196,111,6,0,28,197,209,83,45,67,196,,,
WHITE,1991,101,244,166,4,-9999,14,121,143,121,23,93,242,,,
164,1992,45,63,168,18,70,-9999,179,381,9,-9999,1,345,,,
41,1992,106,84,336,24,64,9,287,684,207,-9999,6,410,,,
45,1992,105,105,314,28,158,1,292,433,83,-9999,10,384,,,
AMADO,1992,131,74,327,30,99,-9999,303,518,28,1,4,358,,,
BOX,1992,106,86,289,32,184,1,322,-9999,-9999,-9999,1,-9999,,,
DESGR,1992,116,66,293,37,132,1,369,482,143,-9999,11,435,,,
DESRI,1992,54,40,175,17,206,-9999,149,336,55,-9999,3,374,,,
DESST,1992,77,85,216,19,153,-9999,132,459,17,-9999,3,355,,,
ERIOP,1992,97,66,-9999,28,220,-9999,352,336,110,11,-9999,421,,,
FLORI,1992,204,100,447,36,215,1,517,559,146,7,6,594,,,
FORES,1992,154,55,344,36,111,1,307,517,127,53,-9999,457,,,
GRARI,1992,30,69,197,39,89,1,74,314,22,6,5,292,,,
HUERF,1992,116,83,300,22,296,1,249,452,134,-9999,6,358,,,
IBP,1992,127,94,309,28,198,0,325,433,169,8,3,392,,,
LIMST,1992,94,87,182,11,227,-9999,236,374,107,-9999,6,275,,,
MCGIB,1992,211,112,364,34,244,14,320,577,91,15,5,499,,,
MUHLE,1992,113,88,305,12,164,-9999,198,545,33,-9999,6,432,,,
NE,1992,83,87,116,2,69,-9999,187,-9999,-9999,6,1,423,,,
NRNCH,1992,229,126,-9999,38,-9999,10,260,485,55,0,10,444,,,
NW,1992,53,79,159,13,133,-9999,217,402,44,-9999,3,303,,,
PARKE,1992,127,54,292,25,207,0,315,512,102,-9999,-9999,429,,,
PAST3,1992,22,17,127,23,100,-9999,203,422,11,-9999,6,336,,,
ROAD,1992,69,-9999,256,33,60,-9999,205,498,201,-9999,1,417,,,
ROBIN,1992,174,93,306,30,280,0,380,457,165,0,0,362,,,
RODEN,1992,72,66,326,26,204,0,271,462,193,-9999,3,380,,,
RUELA,1992,77,126,132,6,270,10,187,448,116,-9999,1,340,,,
SW,1992,83,58,217,25,44,8,204,490,50,-9999,3,351,,,
WHITE,1992,143,52,193,30,78,-9999,350,640,169,-9999,5,417,,,
164,1993,264,124,77,-9999,39,-9999,155,489,82,53,105,33,,,
41,1993,314,180,117,-9999,124,8,308,563,86,110,171,19,,,
45,1993,275,133,101,7,50,0,168,602,52,124,129,28,,,
AMADO,1993,292,143,72,-9999,128,0,138,556,72,28,136,7,,,
BOX,1993,314,138,112,2,28,0,169,650,47,152,132,30,,,
DESGR,1993,265,149,102,2,49,0,166,494,89,96,140,22,,,
DESRI,1993,253,114,61,-9999,42,0,154,523,110,85,113,28,,,
DESST,1993,341,154,77,-9999,137,0,204,517,83,52,113,28,,,
ERIOP,1993,314,159,155,4,18,0,115,665,55,94,138,30,,,
FLORI,1993,471,225,190,0,66,0,418,628,80,126,198,47,,,
FORES,1993,334,188,117,3,30,8,303,457,55,81,149,33,,,
GRARI,1993,283,157,58,-9999,137,0,105,603,37,55,108,15,,,
HUERF,1993,406,141,167,0,21,23,180,777,189,109,131,40,,,
IBP,1993,268,132,88,1,14,0,98,391,39,127,138,28,,,
LIMST,1993,424,208,73,6,26,-9999,204,550,74,100,124,47,,,
MCGIB,1993,435,227,103,0,36,0,136,653,50,156,143,37,,,
MUHLE,1993,333,157,116,-9999,79,0,185,490,61,105,143,28,,,
NE,1993,280,111,60,-9999,103,-9999,199,720,69,85,118,47,,,
NRNCH,1993,420,228,282,0,5,0,106,405,52,142,120,26,,,
NW,1993,359,128,60,-9999,75,0,128,406,58,44,102,33,,,
PARKE,1993,321,253,32,6,31,3,105,530,46,138,138,-9999,,,
PAST3,1993,281,140,72,-9999,150,0,136,529,43,55,112,15,,,
ROAD,1993,320,165,131,-9999,101,0,203,497,48,116,149,47,,,
ROBIN,1993,364,177,153,0,-9999,0,157,535,-9999,168,140,30,,,
RODEN,1993,281,147,107,-9999,78,0,137,434,42,127,135,44,,,
RUELA,1993,290,143,149,-9999,2,4,171,487,72,129,125,53,,,
SW,1993,265,125,58,-9999,116,0,128,455,29,96,96,11,,,
WHITE,1993,341,198,116,5,120,-9999,248,569,91,110,154,17,,,
164,1994,17,137,116,12,15,95,48,87,210,102,252,276,,,
41,1994,35,119,236,0,53,63,252,292,536,79,338,340,,,
45,1994,28,110,198,11,10,82,122,201,294,63,287,318,,,
AMADO,1994,44,94,182,3,10,49,52,292,223,83,301,327,,,
BOX,1994,33,104,193,10,23,58,73,138,287,78,249,327,,,
DESGR,1994,28,105,198,23,0,112,122,182,281,69,310,373,,,
DESRI,1994,29,103,179,3,10,83,65,111,252,95,260,271,,,
DESST,1994,28,94,172,4,39,104,44,83,248,111,278,307,,,
ERIOP,1994,36,121,221,14,36,76,131,344,266,85,285,314,,,
FLORI,1994,38,144,217,45,28,53,142,445,362,66,395,493,,,
FORES,1994,28,120,217,30,9,48,125,388,325,91,341,430,,,
GRARI,1994,26,79,161,0,20,68,19,239,212,83,301,273,,,
HUERF,1994,43,135,226,25,30,93,102,235,254,108,281,502,,,
IBP,1994,28,94,199,11,58,52,96,305,247,79,252,356,,,
LIMST,1994,33,127,184,41,14,50,94,96,303,85,253,278,,,
MCGIB,1994,40,156,266,75,51,145,153,510,329,122,388,480,,,
MUHLE,1994,41,139,245,1,22,55,60,285,281,103,320,330,,,
NE,1994,25,102,178,25,24,53,114,102,206,90,263,276,,,
NRNCH,1994,30,149,227,38,73,79,98,398,315,96,359,456,,,
NW,1994,18,90,139,3,24,128,41,117,191,109,267,288,,,
PARKE,1994,35,121,237,40,12,80,77,492,248,95,329,362,,,
PAST3,1994,34,80,161,0,14,50,15,121,189,92,261,284,,,
ROAD,1994,46,111,220,11,2,215,195,273,393,81,327,360,,,
ROBIN,1994,40,110,250,39,44,106,92,397,334,120,300,408,,,
RODEN,1994,25,120,211,10,31,56,146,298,415,79,311,320,,,
RUELA,1994,33,94,226,16,21,32,62,209,171,75,220,297,,,
SW,1994,39,170,142,0,31,122,66,433,264,83,287,295,,,
WHITE,1994,36,121,204,29,53,76,184,305,416,61,346,352,,,
164,1995,70,70,103,35,5,0,17,261,100,49,85,47,,,
41,1995,94,195,76,47,9,0,121,228,103,57,80,64,,,
45,1995,76,99,95,31,17,0,104,131,167,57,78,53,,,
AMADO,1995,64,149,44,39,11,0,65,397,123,58,24,-9999,,,
BOX,1995,72,66,56,31,14,0,61,175,169,45,66,57,,,
DESGR,1995,100,124,91,40,2,0,30,165,149,48,67,60,,,
DESRI,1995,54,58,86,28,5,0,50,207,262,46,78,-9999,,,
DESST,1995,98,112,96,41,8,0,8,289,89,53,76,48,,,
ERIOP,1995,94,78,52,68,0,0,68,206,175,56,78,62,,,
FLORI,1995,161,221,94,63,15,0,156,255,122,65,88,84,,,
FORES,1995,107,190,90,42,3,0,129,151,175,40,77,63,,,
GRARI,1995,81,124,25,28,6,0,27,248,118,52,120,-9999,,,
HUERF,1995,94,86,90,43,25,0,121,263,164,64,92,80,,,
IBP,1995,72,88,66,41,5,0,98,219,194,43,72,56,,,
LIMST,1995,71,53,108,35,8,0,95,293,152,56,103,64,,,
MCGIB,1995,136,146,108,58,0,0,271,316,58,202,88,82,,,
MUHLE,1995,90,129,62,47,9,0,36,204,199,69,74,64,,,
NE,1995,90,51,99,32,12,0,100,290,133,63,99,62,,,
NRNCH,1995,147,157,122,59,0,0,154,293,64,199,47,87,,,
NW,1995,89,95,100,32,4,0,0,250,86,43,72,39,,,
PARKE,1995,49,98,89,46,8,0,180,272,151,47,86,62,,,
PAST3,1995,67,102,50,37,2,0,2,-9999,103,50,69,41,,,
ROAD,1995,105,113,70,45,38,0,99,264,139,59,84,65,,,
ROBIN,1995,126,95,100,69,15,0,148,362,158,52,82,102,,,
RODEN,1995,73,129,64,28,15,0,80,176,157,58,77,53,,,
RUELA,1995,66,14,102,34,15,0,75,247,97,37,75,75,,,
SW,1995,65,88,49,45,11,0,51,197,142,64,71,25,,,
WHITE,1995,130,165,71,34,14,0,127,253,142,58,79,59,,,
AMADO,1996,6,81,25,0,0,25,198,399,148,160,0,0,,,
BOX,1996,16,65,12,0,0,23,296,245,173,168,32,1,,,
DESGR,1996,21,67,36,0,0,19,569,399,245,170,25,6,,,
DESRI,1996,0,65,9,0,0,0,443,121,198,168,7,3,,,
DESST,1996,10,93,15,0,0,50,451,105,132,198,8,7,,,
41,1996,16,103,21,0,0,44,462,355,341,162,12,4,,,
45,1996,10,54,0,0,0,18,319,391,262,170,0,6,,,
164,1996,10,75,6,0,0,11,473,91,138,175,14,0,,,
ERIOP,1996,14,53,21,0,0,0,330,184,283,157,1,4,,,
FORES,1996,19,72,27,0,0,29,470,483,187,165,28,3,,,
GRARI,1996,2,81,13,0,0,7,175,160,154,173,14,2,,,
HUERF,1996,21,81,22,0,0,0,483,283,325,190,4,8,,,
IBP,1996,22,64,20,0,0,33,294,265,191,179,39,3,,,
LIMST,1996,12,71,12,0,0,13,289,283,209,165,9,6,,,
MUHLE,1996,17,102,17,0,0,7,297,205,172,188,5,2,,,
NE,1996,12,124,9,0,0,35,347,182,176,171,3,7,,,
NW,1996,5,104,9,0,0,0,336,143,111,175,22,0,,,
PARKE,1996,24,70,19,0,0,29,400,396,215,171,0,27,,,
PAST3,1996,6,100,16,0,0,18,298,165,120,169,14,6,,,
ROAD,1996,17,90,23,0,0,26,472,311,261,176,19,6,,,
RODEN,1996,13,62,18,0,0,10,361,195,216,29,0,3,,,
RUELA,1996,19,79,50,0,0,36,264,212,327,168,0,28,,,
SW,1996,35,81,52,0,0,14,252,292,187,160,8,4,,,
WHITE,1996,13,121,26,0,0,38,494,347,140,171,30,0,,,
FLORI,1996,51,126,39,0,0,55,388,541,143,188,28,0,,,
MCGIB,1996,44,82,-9999,0,0,42,434,462,214,175,-9999,-9999,,,
ROBIN,1996,12,110,40,0,0,70,322,362,258,190,29,0,,,
NRNCH,1996,51,74,-9999,0,0,25,266,341,170,204,-9999,-9999,,,
FORES,1997,149,190,1,31,45,1,66,334,217,29,95,333,,,
DESGR,1997,182,58,1,46,9,7,58,311,228,33,72,281,,,
RODEN,1997,135,99,0,29,20,-9999,28,220,110,52,69,258,,,
45,1997,121,102,1,22,39,0,83,264,143,44,72,297,,,
BOX,1997,121,96,1,17,39,0,128,400,195,32,67,292,,,
IBP,1997,146,118,0,14,50,11,138,314,270,30,81,296,,,
PARKE,1997,133,146,1,17,83,28,201,357,275,50,110,344,,,
RUELA,1997,125,114,0,14,69,1,109,292,143,33,99,327,,,
ERIOP,1997,120,116,0,21,34,0,94,198,73,43,66,292,,,
HUERF,1997,113,119,1,20,55,8,88,297,104,201,74,391,,,
LIMST,1997,121,114,6,18,79,0,41,275,66,39,88,286,,,
