STATION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
192,1949,190,54,42,22,0,10,514,286,102,36,52,-9999,,,
205,1949,244,68,28,19,0,18,378,378,174,106,21,182,,,
45,1949,207,68,31,19,0,5,422,324,338,199,12,163,,,
BOX,1949,244,67,32,27,0,5,352,600,237,94,0,165,,,
CHOLL,1949,174,36,36,0,0,-9999,324,210,120,28,38,155,,,
DESGR,1949,317,77,33,31,0,20,314,341,168,110,6,222,,,
DESRI,1949,173,39,21,0,0,0,355,198,96,41,59,162,,,
DESST,1949,139,32,16,0,0,18,278,192,101,29,20,150,,,
ERIOP,1949,201,70,23,18,0,-9999,442,90,205,100,25,170,,,
FLORI,1949,369,128,26,49,0,10,482,287,132,71,12,281,,,
FORES,1949,257,103,18,11,0,8,419,204,144,72,0,168,,,
GRARI,1949,183,49,23,6,0,-9999,125,142,45,54,0,135,,,
HUERF,1949,198,68,23,22,0,19,405,267,164,79,0,177,,,
HUGHE,1949,162,34,18,0,0,38,212,142,158,56,0,144,,,
LIMST,1949,188,54,26,14,0,14,422,278,122,24,48,-9999,,,
MCGIB,1949,219,103,27,37,0,-9999,612,408,318,80,0,265,,,
MUHLE,1949,171,49,19,0,0,4,346,86,131,70,9,156,,,
NE,1949,181,29,38,0,0,-9999,358,275,94,28,37,156,,,
NW,1949,144,17,41,0,0,20,207,240,94,46,23,142,,,
PARKE,1949,276,82,24,37,0,-9999,527,412,218,80,0,175,,,
ROAD,1949,193,78,26,22,0,-9999,256,100,84,63,0,167,,,
ROBIN,1949,285,90,35,41,0,-9999,593,481,391,140,0,194,,,
RODEN,1949,207,71,35,16,0,13,222,114,202,74,0,158,,,
RUELA,1949,230,95,30,35,0,-9999,818,493,157,76,72,185,,,
SW,1949,189,63,34,13,0,21,282,113,114,45,0,159,,,
WHITE,1949,233,88,16,26,0,-9999,413,121,111,71,0,164,,,
130,1950,45,132,17,0,0,40,677,108,10,0,0,0,,,
131,1950,44,141,0,0,0,5,786,63,0,0,0,0,,,
149,1950,36,130,0,0,-9999,42,634,56,-9999,-9999,-9999,-9999,,,
152,1950,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
155,1950,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
161,1950,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
163,1950,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
164,1950,36,122,0,0,-9999,36,696,70,28,-9999,-9999,-9999,,,
166,1950,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
169,1950,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
18,1950,28,150,14,0,0,66,528,124,58,-9999,-9999,0,,,
184,1950,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
185,1950,54,146,2,0,-9999,0,551,58,-9999,-9999,-9999,-9999,,,
187,1950,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
188,1950,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
191,1950,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
192,1950,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
205,1950,27,121,19,0,4,62,655,51,38,3,0,0,,,
45,1950,40,119,7,0,0,55,738,36,21,0,0,0,,,
BOX,1950,47,153,27,0,0,51,692,147,19,0,0,0,,,
CHOLL,1950,29,116,0,0,0,50,620,50,-9999,-9999,-9999,-9999,,,
DESGR,1950,28,161,28,0,6,48,890,179,25,2,0,0,,,
DESRI,1950,42,115,0,0,0,30,645,52,46,0,0,0,,,
DESST,1950,28,119,0,0,0,0,698,71,-9999,-9999,-9999,-9999,,,
ERIOP,1950,42,131,22,0,0,55,559,52,35,0,0,0,,,
FLORI,1950,55,229,75,0,21,62,958,139,48,0,0,0,,,
FORES,1950,48,151,20,0,0,56,765,181,39,0,0,0,,,
GRARI,1950,31,127,1,0,0,0,712,98,91,0,0,0,,,
HUERF,1950,38,118,14,0,0,51,646,38,53,0,0,0,,,
HUGHE,1950,34,113,0,0,0,0,926,47,-9999,-9999,-9999,-9999,,,
LIMST,1950,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
MCGIB,1950,42,206,66,0,18,119,827,132,52,0,0,0,,,
MUHLE,1950,34,120,0,0,0,19,782,57,45,0,0,0,,,
NE,1950,33,122,6,0,0,169,590,-9999,-9999,-9999,-9999,-9999,,,
NW,1950,29,125,0,0,0,25,652,87,57,0,0,0,,,
PARKE,1950,42,173,48,0,0,140,692,116,41,0,0,0,,,
ROAD,1950,49,141,4,0,0,28,846,84,28,0,0,-9999,,,
ROBIN,1950,42,183,61,0,0,130,898,126,-9999,-9999,0,0,,,
RODEN,1950,49,126,-9999,0,0,20,947,57,25,0,0,0,,,
RUELA,1950,34,172,172,0,0,50,1089,120,64,0,0,0,,,
SW,1950,42,129,0,0,0,0,886,94,61,0,0,0,,,
WHITE,1950,48,163,20,0,0,2,978,69,65,0,0,0,,,
130,1951,214,34,18,255,0,0,212,387,57,207,102,151,,,
131,1951,238,23,0,190,0,0,222,343,88,254,93,138,,,
140,1951,-9999,-9999,-9999,-9999,-9999,-9999,224,346,70,260,94,130,,,
152,1951,-9999,34,14,294,0,0,214,460,64,206,118,158,,,
164,1951,235,12,-9999,180,0,0,225,450,59,215,113,145,,,
205,1951,203,47,45,233,0,0,201,425,30,201,104,138,,,
222,1951,-9999,-9999,-9999,-9999,-9999,-9999,198,332,50,232,100,128,,,
223,1951,-9999,-9999,-9999,-9999,-9999,-9999,181,446,54,200,98,150,,,
228,1951,-9999,-9999,-9999,-9999,-9999,-9999,232,368,58,214,54,142,,,
229,1951,-9999,-9999,-9999,-9999,-9999,-9999,223,453,78,227,54,164,,,
45,1951,227,36,18,250,0,0,220,356,42,212,104,141,,,
AIRST,1951,-9999,-9999,-9999,-9999,-9999,-9999,214,494,62,199,118,160,,,
BOX,1951,217,39,33,290,0,0,253,409,45,218,121,167,,,
DESGR,1951,244,44,20,271,5,0,234,398,68,240,101,162,,,
DESRI,1951,250,20,10,195,0,0,301,489,50,210,115,158,,,
DESST,1951,219,16,0,-9999,0,0,279,406,62,222,118,140,,,
ERIOP,1951,225,37,36,225,0,0,267,455,34,192,110,146,,,
FLORI,1951,363,34,21,320,0,0,261,471,123,257,128,292,,,
FORES,1951,270,40,15,255,0,0,263,424,114,275,107,196,,,
GRARI,1951,176,24,0,145,0,0,222,294,42,281,120,132,,,
HUERF,1951,214,31,21,255,0,0,313,413,30,197,106,150,,,
MCGIB,1951,273,39,13,278,0,0,161,586,69,200,113,233,,,
MUHLE,1951,250,20,0,197,0,0,290,335,63,234,104,140,,,
NW,1951,194,6,0,130,0,0,301,391,52,238,109,127,,,
PARKE,1951,262,37,12,267,0,0,154,510,44,210,124,178,,,
ROAD,1951,240,29,5,200,0,0,177,387,64,229,94,137,,,
ROBIN,1951,259,40,6,321,0,0,274,614,97,-9999,120,179,,,
RODEN,1951,241,31,0,204,0,0,239,331,55,242,93,132,,,
RUELA,1951,211,36,0,286,0,0,368,600,104,200,238,164,,,
SW,1951,245,21,0,170,0,0,243,315,112,264,100,140,,,
WHITE,1951,238,28,5,225,0,0,272,337,86,266,106,160,,,
130,1952,47,5,279,120,0,81,194,185,120,0,227,23,,,
131,1952,45,3,221,150,0,105,92,236,93,0,197,27,,,
140,1952,44,8,230,134,0,114,112,236,98,-9999,192,30,,,
152,1952,76,8,256,180,0,66,172,-9999,-9999,-9999,-9999,-9999,,,
164,1952,43,1,185,137,0,125,74,342,182,0,214,35,,,
205,1952,40,13,260,142,3,74,70,205,70,0,204,44,,,
222,1952,36,12,242,152,0,76,106,-9999,-9999,-9999,-9999,-9999,,,
223,1952,46,4,272,134,0,58,136,-9999,-9999,-9999,-9999,-9999,,,
228,1952,50,8,264,172,0,70,96,322,110,-9999,184,26,,,
229,1952,86,20,252,180,0,70,88,402,114,-9999,264,58,,,
45,1952,45,7,263,138,0,76,113,224,110,0,214,24,,,
AIRST,1952,68,12,274,172,0,68,190,232,88,-9999,236,36,,,
BOX,1952,60,6,205,141,0,65,168,222,105,0,220,23,,,
DESGR,1952,81,10,294,159,0,67,96,279,95,0,243,40,,,
DESRI,1952,42,5,181,106,0,85,93,261,128,0,263,32,,,
DESST,1952,44,0,194,106,0,130,46,222,128,0,216,36,,,
ERIOP,1952,35,8,264,139,0,69,110,227,83,0,225,26,,,
FLORI,1952,146,37,432,285,0,97,136,470,97,0,342,119,,,
FORES,1952,109,18,314,203,0,78,110,370,100,0,290,66,,,
GRARI,1952,41,0,164,132,0,113,80,111,150,0,168,28,,,
HUERF,1952,22,4,252,104,0,65,126,233,105,0,260,24,,,
MCGIB,1952,140,15,325,198,0,80,87,278,69,0,293,64,,,
MUHLE,1952,39,0,203,145,0,125,92,405,83,0,227,40,,,
NW,1952,48,0,165,93,0,95,74,177,183,0,196,33,,,
PARKE,1952,100,20,286,226,0,82,80,367,90,0,260,70,,,
ROAD,1952,50,11,235,153,0,75,108,296,136,0,221,25,,,
ROBIN,1952,91,0,318,171,0,72,196,269,74,0,244,62,,,
RODEN,1952,40,6,216,143,0,98,136,236,106,0,216,26,,,
RUELA,1952,40,0,275,140,0,64,179,258,70,0,229,27,,,
SW,1952,47,2,214,153,0,134,172,164,119,0,201,36,,,
WHITE,1952,70,8,285,180,0,67,69,360,88,0,248,43,,,
130,1953,-9999,146,52,35,11,66,297,186,0,2,9,3,,,
131,1953,-9999,150,51,65,0,21,493,221,0,1,3,2,,,
140,1953,-9999,136,60,64,0,24,472,104,0,0,4,6,,,
164,1953,-9999,133,49,21,0,60,298,36,0,3,7,5,,,
205,1953,2,130,48,49,10,52,222,195,0,1,12,10,,,
228,1953,-9999,124,46,54,5,26,342,118,0,2,6,2,,,
229,1953,-9999,152,64,32,14,32,424,176,0,10,20,12,,,
45,1953,-9999,148,52,60,7,46,319,155,0,0,5,13,,,
AIRST,1953,-9999,144,66,28,18,24,448,146,0,2,12,14,,,
BOX,1953,-9999,149,56,35,17,31,368,87,0,0,15,11,,,
DESGR,1953,0,170,70,48,18,53,383,197,0,3,9,6,,,
DESRI,1953,-9999,135,50,41,0,106,288,106,0,4,8,6,,,
DESST,1953,-9999,140,50,24,0,32,230,22,0,3,6,5,,,
ERIOP,1953,-9999,151,56,50,10,33,297,128,0,5,19,9,,,
FLORI,1953,0,214,89,38,18,36,584,182,0,18,16,10,,,
FORES,1953,-9999,176,81,36,17,38,526,115,0,12,14,8,,,
GRARI,1953,-9999,130,31,6,9,5,424,90,0,0,0,4,,,
HUERF,1953,-9999,139,54,41,5,43,444,122,0,5,20,9,,,
MCGIB,1953,-9999,202,86,29,17,77,372,372,0,8,20,12,,,
MUHLE,1953,-9999,138,48,50,0,76,270,169,0,4,8,7,,,
NW,1953,-9999,130,60,26,0,9,270,20,0,2,0,4,,,
PARKE,1953,-9999,175,58,26,15,41,377,239,0,5,15,6,,,
ROAD,1953,-9999,150,50,71,5,37,377,207,0,1,5,2,,,
ROBIN,1953,-9999,180,63,24,25,59,304,207,0,8,18,18,,,
RODEN,1953,-9999,148,49,67,5,50,354,270,0,2,5,5,,,
RUELA,1953,-9999,160,54,25,0,22,324,160,0,5,16,-9999,,,
SW,1953,-9999,144,53,37,10,8,375,178,0,1,1,10,,,
WHITE,1953,-9999,170,65,31,3,14,317,166,0,5,7,5,,,
130,1954,95,43,167,0,28,73,415,379,106,36,0,23,,,
131,1954,94,45,162,0,41,112,621,228,191,55,0,10,,,
140,1954,94,54,166,0,46,118,614,296,208,60,0,12,,,
164,1954,82,66,98,0,63,67,584,263,106,26,0,5,,,
205,1954,80,55,143,0,40,82,709,383,102,65,0,18,,,
228,1954,98,58,170,0,56,100,626,268,194,42,0,14,,,
229,1954,96,66,296,0,76,46,524,352,154,94,0,20,,,
45,1954,86,52,146,0,41,63,603,383,91,51,0,15,,,
AIRST,1954,90,46,198,0,36,58,322,326,150,56,0,20,,,
BOX,1954,96,45,154,0,39,52,417,351,132,35,0,16,,,
DESGR,1954,106,57,208,0,87,99,680,598,143,41,0,13,,,
DESRI,1954,85,63,116,0,66,68,414,196,113,18,0,12,,,
DESST,1954,78,46,122,0,58,126,726,316,146,10,0,-9999,,,
ERIOP,1954,87,52,137,0,44,93,768,353,89,25,0,18,,,
FLORI,1954,147,91,391,0,86,76,660,561,187,37,0,18,,,
FORES,1954,117,70,312,0,82,64,588,463,124,30,0,19,,,
GRARI,1954,86,25,134,0,79,105,862,451,203,12,0,5,,,
HUERF,1954,86,60,117,0,64,52,579,312,164,24,0,15,,,
MCGIB,1954,116,72,328,0,80,52,576,387,138,76,0,20,,,
MUHLE,1954,84,44,131,0,65,120,912,312,166,74,0,17,,,
NW,1954,70,70,115,0,63,97,581,163,81,6,0,5,,,
PARKE,1954,101,62,318,0,74,51,464,318,186,85,0,19,,,
ROAD,1954,92,49,165,0,51,100,545,279,220,77,0,14,,,
ROBIN,1954,104,72,215,0,59,58,499,372,141,55,0,20,,,
RODEN,1954,88,45,146,0,28,128,512,393,219,59,0,10,,,
RUELA,1954,102,60,135,0,58,47,597,287,123,45,0,15,,,
SW,1954,99,37,155,0,37,143,727,369,175,11,0,10,,,
WHITE,1954,115,51,240,0,95,125,762,271,201,59,0,8,,,
130,1955,171,38,-9999,-9999,-9999,-9999,473,654,15,69,0,26,,,
131,1955,175,34,-9999,-9999,-9999,-9999,373,993,6,118,0,26,,,
140,1955,178,32,0,-9999,-9999,-9999,350,684,8,122,0,22,,,
164,1955,192,35,4,-9999,-9999,-9999,478,190,7,108,0,20,,,
205,1955,157,38,-9999,-9999,-9999,-9999,522,290,7,97,0,29,,,
228,1955,198,38,-9999,-9999,-9999,-9999,400,1053,6,98,0,24,,,
229,1955,232,60,-9999,-9999,-9999,-9999,429,980,36,36,0,22,,,
45,1955,198,37,-9999,-9999,-9999,-9999,489,503,10,96,0,22,,,
AIRST,1955,207,45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
BOX,1955,189,39,-9999,-9999,-9999,-9999,529,769,15,56,0,26,,,
DESGR,1955,233,45,2,-9999,-9999,-9999,391,1430,15,86,0,31,,,
DESRI,1955,177,38,1,-9999,-9999,-9999,550,192,10,146,0,25,,,
DESST,1955,160,32,-9999,-9999,-9999,-9999,442,212,10,72,0,24,,,
ERIOP,1955,215,42,-9999,-9999,-9999,-9999,540,244,5,93,0,28,,,
FLORI,1955,340,98,0,0,0,0,447,1143,52,78,0,29,,,
FORES,1955,278,65,2,-9999,-9999,-9999,373,1185,33,32,0,20,,,
GRARI,1955,162,26,-9999,-9999,-9999,-9999,486,457,30,64,0,18,,,
HUERF,1955,210,44,-9999,-9999,-9999,-9999,511,253,15,85,0,35,,,
MCGIB,1955,282,54,-9999,-9999,-9999,-9999,552,922,50,57,0,31,,,
MUHLE,1955,186,30,-9999,-9999,-9999,0,383,250,7,75,0,35,,,
NW,1955,161,24,-9999,-9999,-9999,-9999,378,420,5,75,0,-9999,,,
PARKE,1955,244,47,1,-9999,-9999,-9999,439,1062,22,33,0,23,,,
ROAD,1955,194,37,0,-9999,-9999,-9999,376,863,10,110,0,30,,,
ROBIN,1955,270,45,-9999,-9999,-9999,-9999,615,1493,41,30,0,29,,,
RODEN,1955,164,30,-9999,-9999,-9999,-9999,494,529,2,118,0,17,,,
RUELA,1955,227,48,-9999,-9999,-9999,-9999,678,407,30,67,0,37,,,
SW,1955,175,34,0,-9999,-9999,-9999,314,530,10,94,0,21,,,
WHITE,1955,232,51,-9999,-9999,-9999,-9999,261,1412,15,96,0,31,,,
130,1956,207,37,0,34,0,15,199,81,23,-9999,35,40,,,
131,1956,195,37,0,18,0,15,491,74,30,18,28,32,,,
140,1956,200,86,0,26,0,15,436,88,30,22,-9999,42,,,
164,1956,147,44,0,31,0,12,141,78,-9999,19,-9999,47,,,
205,1956,29,179,0,18,0,15,235,78,5,19,29,-9999,,,
228,1956,234,106,0,22,0,15,-9999,-9999,-9999,-9999,-9999,-9999,,,
229,1956,240,43,0,26,0,15,214,146,20,70,-9999,70,,,
45,1956,193,41,0,25,0,-9999,201,69,4,-9999,-9999,41,,,
BOX,1956,202,34,0,31,0,15,225,103,13,45,-9999,46,,,
DESGR,1956,152,138,0,26,0,4,375,100,52,-9999,-9999,42,,,
DESRI,1956,147,40,0,25,0,68,100,71,-9999,34,-9999,53,,,
DESST,1956,160,55,0,22,0,15,246,50,-9999,-9999,12,82,,,
ERIOP,1956,178,41,0,16,0,16,282,104,5,52,26,44,,,
FLORI,1956,169,143,0,36,0,19,313,154,30,-9999,5,95,,,
FORES,1956,220,47,0,23,0,15,265,129,33,-9999,4,75,,,
GRARI,1956,140,37,0,13,0,15,238,45,28,33,-9999,33,,,
HUERF,1956,178,43,0,17,0,15,167,137,-9999,38,-9999,45,,,
MCGIB,1956,134,64,0,36,0,19,271,223,11,63,5,108,,,
MUHLE,1956,154,53,0,24,0,15,182,107,5,-9999,25,45,,,
NW,1956,130,34,0,20,0,15,285,30,-9999,-9999,25,77,,,
PARKE,1956,244,42,0,30,0,15,272,188,15,55,-9999,81,,,
ROAD,1956,218,66,0,18,0,15,431,94,40,46,-9999,37,,,
ROBIN,1956,148,234,0,35,0,7,358,235,29,76,-9999,59,,,
RODEN,1956,195,29,0,25,0,15,312,78,20,-9999,35,34,,,
RUELA,1956,186,50,0,25,0,15,275,154,-9999,61,-9999,50,,,
SW,1956,177,55,0,25,0,15,350,50,11,14,-9999,34,,,
WHITE,1956,192,34,0,24,0,-9999,634,89,30,55,-9999,37,,,
130,1957,212,-9999,86,35,-9999,25,280,354,4,191,39,46,,,
131,1957,212,10,80,36,-9999,19,438,490,0,168,45,40,,,
140,1957,204,44,66,36,-9999,22,412,443,0,182,44,38,,,
164,1957,178,35,54,24,-9999,26,153,330,25,183,45,38,,,
205,1957,236,44,51,25,-9999,35,286,394,6,180,34,43,,,
229,1957,138,110,108,36,-9999,42,358,506,2,220,44,60,,,
45,1957,206,52,49,32,-9999,30,243,298,0,176,36,38,,,
BOX,1957,150,105,80,27,-9999,38,264,401,0,196,40,50,,,
DESGR,1957,216,57,63,48,-9999,30,456,484,18,215,42,52,,,
DESRI,1957,202,40,57,25,-9999,33,279,391,4,192,37,39,,,
DESST,1957,46,-9999,40,-9999,-9999,30,230,218,0,200,40,38,,,
ERIOP,1957,212,50,46,29,-9999,35,274,433,11,187,32,45,,,
FLORI,1957,370,58,126,48,54,106,383,481,0,291,54,78,,,
FORES,1957,250,58,81,44,-9999,50,392,422,0,232,47,52,,,
GRARI,1957,193,34,64,24,-9999,12,386,301,0,187,49,38,,,
HUERF,1957,228,44,43,28,-9999,32,379,496,5,170,34,47,,,
MCGIB,1957,270,40,105,29,40,109,306,535,4,160,52,22,,,
MUHLE,1957,150,71,72,27,10,40,171,442,0,188,41,42,,,
NE,1957,-9999,-9999,-9999,-9999,-9999,108,238,237,28,-9999,-9999,-9999,,,
NW,1957,182,15,83,25,-9999,33,201,285,4,188,43,38,,,
PARKE,1957,233,30,123,33,-9999,65,312,427,6,226,43,56,,,
ROAD,1957,213,51,53,38,-9999,18,397,475,6,182,42,42,,,
ROBIN,1957,249,33,121,30,61,145,291,473,0,240,49,61,,,
RODEN,1957,205,35,53,29,-9999,29,359,430,0,166,39,35,,,
RUELA,1957,200,30,40,25,51,129,230,485,0,225,32,34,,,
SW,1957,207,29,64,28,-9999,25,342,368,0,193,49,32,,,
WHITE,1957,270,45,66,47,-9999,10,482,400,0,222,52,43,,,
130,1958,0,134,291,81,-9999,22,435,438,64,26,141,0,,,
131,1958,0,119,301,89,-9999,59,337,420,80,30,146,0,,,
140,1958,0,124,280,88,-9999,42,294,272,20,30,134,0,,,
164,1958,0,99,244,94,-9999,49,501,365,70,42,147,0,,,
205,1958,0,102,260,101,-9999,22,413,362,91,32,147,0,,,
229,1958,0,142,266,74,-9999,34,804,830,110,26,122,0,,,
45,1958,0,108,260,95,-9999,21,378,350,113,35,182,0,,,
BOX,1958,0,145,294,88,-9999,17,493,453,84,38,161,0,,,
DESGR,1958,0,145,328,70,-9999,32,552,576,138,42,182,0,,,
DESRI,1958,0,111,220,93,-9999,56,413,375,30,33,138,0,,,
DESST,1958,0,98,224,82,0,62,454,348,44,40,136,0,,,
ERIOP,1958,0,114,275,106,4,24,450,419,79,34,184,0,,,
FLORI,1958,0,198,409,90,-9999,213,648,621,235,47,90,0,,,
FORES,1958,0,148,350,78,-9999,55,683,746,197,60,207,0,,,
GRARI,1958,0,90,219,85,-9999,79,436,243,11,21,101,0,,,
HUERF,1958,0,121,238,93,-9999,24,495,392,67,30,150,0,,,
MCGIB,1958,0,105,371,80,8,321,517,611,110,-9999,160,0,,,
MUHLE,1958,0,121,248,94,-9999,71,437,342,94,38,144,0,,,
NE,1958,0,114,246,122,-9999,34,545,264,190,32,136,0,,,
NW,1958,0,91,246,88,-9999,58,598,300,38,33,133,0,,,
PARKE,1958,0,159,307,83,-9999,27,849,811,37,103,232,0,,,
ROAD,1958,0,120,284,72,-9999,32,474,377,71,26,150,0,,,
ROBIN,1958,0,184,349,88,-9999,41,710,601,106,95,148,0,,,
RODEN,1958,0,105,255,89,-9999,62,326,257,75,29,142,0,,,
RUELA,1958,0,111,261,130,8,106,732,430,90,50,107,0,,,
SW,1958,0,108,290,92,-9999,78,380,246,17,30,121,0,,,
WHITE,1958,0,135,331,75,-9999,63,516,663,148,28,158,0,,,
130,1959,-9999,84,0,-9999,0,59,358,524,13,152,64,185,,,
131,1959,-9999,80,0,-9999,0,38,295,879,21,166,66,164,,,
140,1959,-9999,70,0,-9999,0,34,286,-9999,-9999,-9999,-9999,-9999,,,
164,1959,-9999,49,0,-9999,0,13,264,286,20,121,42,160,,,
205,1959,-9999,63,0,-9999,0,17,294,449,36,136,51,170,,,
229,1959,-9999,100,0,-9999,0,162,540,479,20,192,-9999,-9999,,,
45,1959,-9999,74,0,-9999,0,44,290,589,25,157,56,175,,,
BOX,1959,-9999,94,0,18,0,34,403,494,12,144,63,188,,,
DESGR,1959,-9999,117,0,-9999,0,97,461,484,23,175,68,206,,,
DESRI,1959,-9999,49,0,-9999,0,33,171,493,19,126,55,164,,,
DESST,1959,-9999,46,0,-9999,0,4,504,219,21,113,55,144,,,
ERIOP,1959,-9999,65,0,-9999,0,15,260,381,22,134,51,170,,,
FLORI,1959,-9999,148,0,20,0,443,674,451,13,240,110,321,,,
FORES,1959,-9999,129,0,-9999,0,223,501,418,11,200,100,287,,,
GRARI,1959,-9999,34,0,-9999,0,108,263,361,24,113,50,140,,,
HUERF,1959,-9999,63,0,0,0,32,267,306,10,124,54,148,,,
MCGIB,1959,-9999,146,0,17,11,220,523,578,27,227,110,295,,,
MUHLE,1959,-9999,56,0,3,0,16,369,452,30,130,52,148,,,
NE,1959,-9999,56,0,6,0,14,268,386,14,129,48,167,,,
NW,1959,-9999,32,0,18,0,20,255,192,13,107,50,149,,,
PARKE,1959,-9999,121,0,-9999,0,123,507,514,15,196,64,127,,,
ROAD,1959,-9999,93,0,-9999,0,48,302,712,18,178,67,195,,,
ROBIN,1959,3,122,0,36,0,54,518,990,21,213,79,234,,,
RODEN,1959,-9999,59,0,-9999,0,33,239,818,23,157,54,175,,,
RUELA,1959,-9999,76,0,0,0,52,474,474,16,174,72,51,,,
SW,1959,-9999,66,0,-9999,0,34,328,606,25,116,71,134,,,
WHITE,1959,-9999,129,0,-9999,0,164,382,629,31,198,68,202,,,
130,1960,269,78,30,0,0,40,241,153,132,134,7,92,,,
131,1960,264,74,37,0,0,18,224,179,244,140,2,58,,,
164,1960,133,155,32,0,0,50,220,170,179,92,10,61,,,
205,1960,262,80,35,0,0,33,337,242,177,103,9,68,,,
45,1960,264,71,49,0,0,37,311,208,163,104,4,85,,,
BOX,1960,265,73,28,0,0,19,234,219,95,149,10,120,,,
DESGR,1960,271,86,24,0,0,30,286,160,196,131,3,133,,,
DESRI,1960,117,175,28,0,0,0,209,215,123,119,15,51,,,
DESST,1960,220,61,59,0,0,67,203,80,169,121,6,62,,,
ERIOP,1960,249,78,33,0,0,20,306,198,150,110,10,86,,,
FLORI,1960,382,119,35,0,0,30,253,177,249,207,0,198,,,
FORES,1960,325,92,14,0,0,32,269,130,171,175,6,168,,,
GRARI,1960,205,40,17,0,0,17,91,226,109,146,0,72,,,
HUERF,1960,234,63,18,0,0,0,339,310,99,126,12,107,,,
MCGIB,1960,363,104,31,0,0,58,196,181,129,173,6,249,,,
MUHLE,1960,229,67,26,0,0,24,266,180,146,126,6,58,,,
NE,1960,234,60,32,0,0,53,117,295,150,141,18,66,,,
NW,1960,194,48,33,0,0,104,224,93,135,128,0,75,,,
PARKE,1960,293,130,28,0,0,52,176,194,101,175,9,187,,,
ROAD,1960,269,78,22,0,0,24,252,165,209,100,2,73,,,
ROBIN,1960,374,130,30,0,0,63,245,207,176,161,10,211,,,
RODEN,1960,258,78,27,0,0,23,247,49,216,125,1,71,,,
RUELA,1960,247,98,0,0,0,2,227,252,106,155,0,200,,,
SW,1960,233,60,29,0,0,11,289,139,211,115,0,51,,,
WHITE,1960,280,78,8,0,0,25,198,214,143,115,5,95,,,
130,1961,84,16,27,0,0,79,206,526,214,279,35,175,,,
131,1961,80,7,23,0,0,51,275,455,174,240,31,164,,,
164,1961,115,10,20,0,0,24,191,353,112,190,39,225,,,
205,1961,96,5,24,0,0,53,118,394,136,240,33,197,,,
45,1961,80,15,29,0,0,68,186,498,167,259,37,179,,,
BOX,1961,91,14,30,0,0,87,186,544,233,292,29,186,,,
DESGR,1961,94,9,32,0,0,57,219,568,331,313,40,176,,,
DESRI,1961,118,13,17,0,0,32,200,395,50,187,55,206,,,
DESST,1961,103,11,17,0,0,42,138,262,283,186,38,215,,,
ERIOP,1961,92,15,26,0,0,56,134,430,164,251,35,201,,,
FLORI,1961,108,12,58,0,0,90,292,807,389,369,90,304,,,
FORES,1961,96,10,45,0,0,71,213,714,350,333,56,257,,,
GRARI,1961,72,7,13,0,0,25,109,217,219,178,61,182,,,
HUERF,1961,101,19,17,0,0,88,249,552,117,233,73,209,,,
MCGIB,1961,107,15,37,0,0,105,219,849,209,265,70,238,,,
MUHLE,1961,81,12,23,0,0,31,226,363,131,198,39,200,,,
NE,1961,119,13,24,0,0,30,335,244,61,180,42,245,,,
NW,1961,90,11,10,0,0,20,141,294,186,160,34,210,,,
PARKE,1961,119,9,36,0,0,116,200,767,240,314,50,234,,,
ROAD,1961,81,8,27,0,0,42,289,472,182,256,23,164,,,
ROBIN,1961,110,17,28,0,0,127,198,937,145,320,56,263,,,
RODEN,1961,77,12,30,0,0,53,257,405,184,231,27,169,,,
RUELA,1961,108,18,26,0,0,102,138,792,155,312,52,220,,,
SW,1961,68,7,19,0,0,38,105,335,331,221,44,188,,,
WHITE,1961,77,2,33,0,0,40,201,510,212,315,33,191,,,
130,1962,170,67,69,2,0,15,240,224,150,0,32,185,,,
131,1962,162,69,59,5,0,35,271,59,150,1,30,193,,,
164,1962,160,74,87,2,0,8,168,75,99,0,25,141,,,
205,1962,157,56,69,5,0,2,221,72,164,0,27,164,,,
45,1962,165,63,63,3,0,15,201,169,180,0,26,178,,,
BOX,1962,175,67,73,4,0,35,220,149,181,8,28,190,,,
